@relation mozilla4-weka.filters.unsupervised.attribute.Remove-R1

@attribute start numeric
@attribute end numeric
@attribute event numeric
@attribute size numeric
@attribute state {0,1}

@data
752712,773305,1,122,1
773305,1015423,1,122,1
1015423,1338408,0,96,1
1338408,1717374,1,96,1
1717374,1802715,0,96,1
0,163197,0,12,0
0,1338416,0,18,0
1338416,1717382,1,18,0
1717382,1802528,0,18,1
0,878493,0,270,0
878493,936888,1,267,0
936888,948549,1,267,1
948549,979683,1,284,1
979683,1257457,1,284,1
1257457,1421011,1,284,1
1421011,1505800,0,301,1
0,8662,0,319,0
8662,1401263,0,366,0
0,1365,0,83,0
1365,1402628,0,83,0
0,283843,0,56,0
283843,1395715,0,118,0
0,1265824,0,121,0
1265824,1847379,0,121,0
0,747063,0,121,0
0,8416,1,26,0
8416,1404131,0,34,1
0,2884,1,472,0
2884,54771,1,483,1
54771,155259,0,483,1
155259,179586,1,484,1
179586,277551,1,484,1
277551,327010,1,484,1
327010,328194,1,484,1
328194,427928,0,485,1
0,122094,1,47,0
122094,163759,0,54,1
0,6230,1,41,0
6230,97361,1,41,1
97361,430728,1,47,1
430728,773310,1,46,1
773310,1338414,0,47,1
1338414,1717380,1,41,1
1717380,1802721,0,41,1
0,9469,0,16,0
9469,388435,1,16,0
388435,636779,0,16,1
0,8,1,17,0
8,2619,0,13,1
2619,5265,1,26,1
5265,5295,1,25,1
5295,76095,0,29,1
76095,143710,1,35,1
143710,222367,0,42,1
222367,313619,0,46,1
313619,324901,1,51,1
324901,346471,0,54,1
0,4251,1,268,0
4251,5316,0,265,1
5316,18633,0,278,1
18633,116852,1,281,1
116852,116860,1,342,1
116860,119471,0,341,1
119471,122117,1,407,1
122117,192948,0,423,1
192948,260563,1,424,1
260563,263479,1,462,1
263479,339219,0,463,1
339219,403695,0,461,1
403695,411352,0,466,1
411352,430470,0,469,1
430470,441752,1,503,1
441752,443278,1,511,1
443278,463321,0,516,1
0,260568,1,3,0
260568,463329,0,3,1
0,154186,0,30,0
0,30081,0,70,0
30081,88969,0,68,0
88969,141339,0,65,0
141339,154185,0,106,0
0,202761,0,53,0
0,874442,1,316,0
874442,1274930,0,333,1
1274930,1424071,1,352,1
1424071,1545261,0,367,1
0,117486,1,28,0
117486,120105,0,29,1
120105,193583,0,59,1
193583,261198,1,53,1
261198,463959,0,53,1
0,632,0,75,0
632,117486,1,75,0
117486,120105,0,70,1
120105,122751,1,80,1
122751,193582,0,80,1
193582,261197,1,88,1
261197,463958,0,86,1
0,124104,0,120,0
0,58888,0,29,0
58888,124104,0,31,0
0,124104,0,60,0
0,116854,1,52,0
116854,119473,0,47,1
119473,260567,1,48,1
260567,411357,0,48,1
411357,463327,0,49,1
0,15928,0,35,0
15928,30465,0,38,0
0,60330,1,29,0
60330,64381,1,39,1
64381,91105,0,35,1
91105,111111,0,39,1
111111,123957,0,39,1
0,60330,1,83,0
60330,91105,0,154,1
91105,123957,0,152,1
0,14537,0,38,0
0,202761,0,31,0
0,111258,0,7,0
111258,124104,0,11,0
0,4883,1,13,0
4883,5948,0,13,1
5948,261198,1,12,1
261198,340001,0,11,1
0,21570,0,11,0
0,94558,1,134,0
94558,121333,0,138,1
121333,141339,0,149,1
141339,154185,0,144,1
0,58888,0,29,0
58888,58944,1,29,0
58944,64476,1,31,1
64476,111257,0,31,1
111257,124103,0,31,1
0,12846,0,31,0
0,76097,0,13,0
76097,143712,1,22,0
143712,146628,1,39,1
146628,303344,0,38,1
303344,311857,0,43,1
311857,313618,0,45,1
313618,334923,0,73,1
334923,346469,0,100,1
0,124104,0,190,0
0,2619,0,7,0
2619,76097,0,57,0
76097,143712,1,62,0
143712,346473,0,119,1
0,60717,0,29,0
60717,1032560,0,35,0
0,13612,0,30,0
0,24462,0,63,0
0,10283,0,42,0
0,24463,0,137,0
0,28594,1,3410,0
28594,28772,1,3433,1
28772,38971,1,3440,1
38971,140795,1,3443,1
140795,202537,0,3470,1
202537,205717,1,3438,1
205717,230048,0,3470,1
230048,233030,1,3471,1
233030,233061,0,3476,1
233061,258588,0,3452,1
258588,271705,1,3482,1
271705,322405,0,3503,1
322405,360960,0,3495,1
360960,432938,1,3507,1
432938,462104,1,3553,1
462104,495851,1,3617,1
495851,525350,0,3620,1
525350,528213,1,3628,1
528213,528656,1,3605,1
528656,535399,1,3604,1
535399,587480,1,3630,1
587480,651615,0,3630,1
651615,855182,1,3614,1
855182,865047,1,3704,1
865047,866738,1,3704,1
866738,972707,1,3706,1
972707,980351,1,3705,1
980351,986233,1,3680,1
986233,988873,1,3600,1
988873,1019018,0,3568,1
1019018,1020583,1,3584,1
1020583,1055051,1,3604,1
1055051,1058204,1,3631,1
1058204,1062591,1,3630,1
1062591,1076364,1,3629,1
1076364,1114247,1,3633,1
1114247,1125431,1,3633,1
1125431,1159941,1,3649,1
1159941,1164694,1,3650,1
1164694,1236627,0,3545,1
1236627,1250616,1,3551,1
1250616,1299519,1,3560,1
1299519,1304057,0,3717,1
0,337409,1,158,0
337409,585753,0,158,1
0,940013,0,39,0
0,940073,0,186,0
0,37573,0,519,0
37573,895949,1,66,0
895949,1733867,0,62,1
0,1493065,0,91,0
0,1338416,0,17,0
1338416,1717382,1,23,0
1717382,1965726,0,23,1
0,475147,0,17,0
0,529267,1,265,0
529267,1925158,0,259,1
0,1281898,1,100,0
1281898,1666704,0,95,1
0,43046,1,800,0
43046,76278,1,763,1
76278,98650,1,787,1
98650,152501,1,740,1
152501,201516,1,738,1
201516,564646,1,770,1
564646,582882,1,745,1
582882,1107647,1,745,1
1107647,1778485,0,743,1
0,144930,1,78,0
144930,739814,1,78,1
739814,839344,1,78,1
839344,1497664,0,75,1
0,560575,0,82,0
0,560575,0,212,0
0,560575,0,84,0
0,560575,0,47,0
0,560575,0,58,0
0,560575,0,188,0
0,251587,1,297,0
251587,692957,1,303,1
692957,832096,0,292,1
832096,1338414,0,339,1
1338414,1717380,1,339,1
1717380,1965724,0,339,1
0,559650,1,209,0
559650,1338415,0,194,1
1338415,1717381,1,191,1
1717381,1965725,0,191,1
0,148587,1,125,0
148587,322025,1,131,1
322025,1338414,0,152,1
1338414,1433501,1,144,1
1433501,1442911,0,143,1
1442911,1582811,1,120,1
1582811,1717378,1,120,1
1717378,1965722,0,120,1
0,123670,1,1040,0
123670,221317,1,1040,1
221317,239587,0,1035,1
239587,248211,1,1077,1
248211,257071,1,1065,1
257071,336717,1,933,1
336717,559647,1,912,1
559647,847930,1,888,1
847930,1338412,0,874,1
1338412,1717378,1,850,1
1717378,1965722,0,850,1
0,1338416,0,31,0
1338416,1717382,1,31,0
1717382,1965726,0,31,1
0,252532,1,502,0
252532,570435,1,512,1
570435,1338415,0,511,1
1338415,1717381,1,495,1
1717381,1965725,0,495,1
0,245188,1,112,0
245188,257800,1,125,1
257800,1035122,1,178,1
1035122,1338413,0,174,1
1338413,1354857,1,175,1
1354857,1717378,1,175,1
1717378,1965722,0,175,1
0,96738,1,214,0
96738,248212,1,217,1
248212,322142,1,200,1
322142,559648,1,200,1
559648,570970,0,194,1
570970,1142005,1,194,1
1142005,1338413,0,175,1
1338413,1354857,1,171,1
1354857,1433499,1,169,1
1433499,1699231,1,169,1
1699231,1717376,1,166,1
1717376,1840382,1,166,1
1840382,1965720,0,166,1
0,560575,0,68,0
0,27386,0,315,0
27386,28647,1,269,0
28647,44553,0,356,1
44553,936412,0,361,1
0,560575,0,97,0
0,1338416,0,49,0
1338416,1717382,1,49,0
1717382,1965726,0,49,1
0,1925158,0,113,0
0,1925158,0,196,0
0,140044,0,35,0
0,476318,0,140,0
0,118647,0,16,0
0,356531,0,36,0
0,981474,0,135,0
0,103774,0,136,0
0,6402,1,107,0
6402,6453,0,112,1
6453,6571,0,145,1
6571,8186,1,147,1
8186,8628,1,80,1
8628,9293,0,73,1
9293,9895,0,74,1
9895,14457,0,62,1
14457,535932,0,62,1
0,10562,0,32,0
10562,11797,0,32,0
0,519119,0,54,0
0,10562,0,12,0
10562,12732,0,14,0
0,9838,0,60,0
0,878431,0,390,0
0,943485,0,15,0
0,952145,0,50,0
0,529482,0,50,0
0,529482,0,12,0
0,952145,0,89,0
0,51,0,80,0
51,529533,0,82,0
0,943446,0,6,0
0,943446,0,53,0
0,952145,0,210,0
0,2209,1,199,0
2209,7832,1,203,1
7832,9837,0,204,1
9837,535933,0,204,1
0,533726,0,10,0
0,2507,0,52,0
0,931924,0,93,0
0,533726,0,12,0
0,533726,0,17,0
0,952145,0,21,0
0,952145,0,25,0
0,952145,0,27,0
0,1,1,28,0
1,952144,0,28,1
0,952145,0,21,0
0,529533,0,21,0
0,952145,0,22,0
0,4193,1,22,0
4193,533726,0,22,1
0,1450,0,10,0
0,952145,0,11,0
0,529533,0,8,0
0,952145,0,11,0
0,529533,0,8,0
0,952145,0,11,0
0,529533,0,8,0
0,952145,0,11,0
0,529533,0,8,0
0,952145,0,9,0
0,18590,0,8,0
18590,533726,0,7,0
0,952145,0,11,0
0,533726,0,8,0
0,520240,0,85,0
0,952145,0,13,0
0,1450,0,32,0
0,1450,0,25,0
0,533726,0,8,0
0,952145,0,65,0
0,533726,0,62,0
0,1450,0,38,0
0,952145,0,9,0
0,2209,0,10,0
0,533726,0,7,0
0,952145,0,12,0
0,533726,0,8,0
0,520240,0,8,0
0,952145,0,11,0
0,9838,0,7,0
0,2879,0,48,0
0,2209,1,54,0
2209,2738,1,54,1
2738,8187,1,54,1
8187,8189,0,54,1
0,123839,1,54,0
123839,527711,0,26,1
0,2209,1,56,0
2209,2738,1,56,1
2738,8187,1,56,1
8187,8189,0,56,1
0,123759,0,56,0
0,8699,0,55,0
8699,952145,0,54,0
0,2738,1,117,0
2738,3896,0,156,1
3896,7850,0,204,1
7850,9998,1,232,1
9998,16511,1,232,1
16511,16813,0,275,1
16813,535932,0,281,1
0,8173,0,30,0
0,527748,0,50,0
0,952145,0,50,0
0,529533,0,50,0
0,2927,0,25,0
2927,529533,0,26,0
0,2209,1,231,0
2209,2738,1,230,1
2738,8187,1,245,1
8187,8209,0,246,1
8209,8222,0,134,1
8222,8628,1,230,1
8628,9997,1,275,1
9997,20855,1,295,1
20855,132059,1,297,1
132059,535931,0,289,1
0,2738,1,5,0
2738,535935,0,7,1
0,699626,1,851,0
699626,839841,0,851,1
0,163197,0,31,0
0,1338416,0,79,0
1338416,1717382,1,79,0
1717382,1802528,0,79,1
0,1153411,0,22,0
0,1677659,0,21,0
0,1375383,0,12,0
0,175817,0,11,0
175817,1551200,0,10,0
0,372650,0,27,0
372650,548467,0,27,0
548467,1923850,0,27,0
0,372650,0,128,0
372650,372869,0,165,0
372869,381439,0,165,0
381439,387051,0,165,0
387051,548336,0,165,0
548336,548465,0,165,0
548465,1923848,0,152,0
0,49585,0,6,0
49585,256361,0,6,0
0,64715,0,7,0
64715,146543,0,8,0
146543,224649,0,8,0
0,1923851,0,5,0
0,2404,0,20,0
2404,16476,0,31,0
16476,1436696,0,32,0
0,15240,1,18,0
15240,81614,1,19,1
81614,123365,0,20,1
123365,146323,0,20,1
146323,173733,0,20,1
173733,176374,0,19,1
176374,182187,1,19,1
182187,195328,1,21,1
195328,222628,0,21,1
222628,228153,0,19,1
228153,238539,1,5,1
238539,242813,1,5,1
242813,305351,1,12,1
305351,1759267,0,11,1
0,4423,0,67,0
4423,55791,0,67,0
55791,84609,0,76,0
84609,85947,0,76,0
85947,88830,1,77,0
88830,99013,1,77,1
99013,410316,1,77,1
410316,411668,0,78,1
411668,449011,0,79,1
449011,491146,0,79,1
491146,1923848,0,79,1
0,40320,1,13,0
40320,125275,1,13,1
125275,171279,0,13,1
0,54429,0,4,0
54429,84609,0,5,0
84609,110530,0,5,0
110530,179815,1,12,0
179815,351198,0,13,1
351198,387051,0,13,1
387051,512558,0,13,1
512558,1923848,0,14,1
0,5795,1,5,0
5795,15871,0,5,1
15871,87836,1,6,1
87836,115136,0,6,1
115136,120661,0,6,1
120661,1651777,0,6,1
0,100732,0,5,0
100732,110637,0,10,0
110637,130009,1,11,0
130009,133410,0,13,1
133410,146655,0,14,1
146655,362267,1,13,1
362267,407245,0,14,1
407245,539588,0,15,1
539588,1919424,0,14,1
0,751,0,18,0
751,10101,0,21,0
10101,14322,1,36,0
14322,14801,0,46,1
14801,21889,0,47,1
21889,32042,0,85,1
32042,33581,0,85,1
33581,37722,0,86,1
37722,39658,0,96,1
39658,64153,0,96,1
64153,74156,0,100,1
74156,86712,0,100,1
86712,89843,0,101,1
89843,92527,1,105,1
92527,92725,1,107,1
92725,106697,1,108,1
106697,110055,1,108,1
110055,114036,0,108,1
114036,119833,0,109,1
119833,197554,1,110,1
197554,203349,1,112,1
203349,261168,0,113,1
261168,268146,1,114,1
268146,338628,1,115,1
338628,338678,0,115,1
338678,356485,1,115,1
356485,389089,1,117,1
389089,391136,0,118,1
391136,423681,0,118,1
423681,427998,0,119,1
427998,433430,0,118,1
433430,1849328,0,121,1
0,25879,1,50,0
25879,40012,0,48,1
40012,64665,0,48,1
0,118964,0,4,0
118964,1756610,0,5,0
0,55791,0,25,0
55791,113786,0,25,0
113786,410351,0,38,0
410351,411669,0,38,0
411669,449682,0,32,0
449682,1923848,0,33,0
0,49585,0,5,0
49585,140976,0,5,0
140976,256405,0,7,0
256405,362941,0,7,0
362941,1869353,0,7,0
0,4423,0,5,0
4423,155492,0,10,0
155492,406539,1,11,0
406539,548362,0,12,1
548362,1923848,0,7,1
0,1500,1,5,0
1500,3321,0,5,1
3321,129571,1,5,1
129571,194281,0,5,1
194281,203014,1,5,1
203014,243287,1,5,1
243287,270587,0,5,1
270587,276112,0,5,1
276112,295047,0,5,1
295047,1807227,0,6,1
0,91976,0,5,0
91976,94591,1,8,0
94591,100731,0,8,1
100731,110636,0,13,1
110636,130008,1,14,1
130008,133409,0,16,1
133409,145254,0,17,1
145254,146654,0,17,1
146654,273440,1,16,1
273440,336806,1,16,1
336806,342470,1,16,1
342470,362265,1,17,1
362265,486721,0,18,1
486721,499203,0,17,1
499203,539585,0,18,1
539585,1919422,0,17,1
0,55791,0,10,0
55791,84609,0,11,0
84609,96398,0,11,0
96398,97961,0,21,0
97961,113784,0,21,0
113784,149677,0,44,0
149677,161175,0,38,0
161175,164572,0,45,0
164572,179812,1,51,0
179812,241826,0,52,1
0,12931,0,7,0
0,40286,0,8,0
0,76514,0,8,0
76514,81832,0,9,0
81832,106535,0,9,0
106535,1612947,0,9,0
0,4423,0,20,0
4423,53394,0,28,0
53394,54428,0,56,0
54428,54494,1,55,0
54494,85946,0,82,1
85946,86460,0,83,1
86460,95974,0,82,1
95974,106972,0,84,1
106972,113782,0,117,1
113782,137829,0,118,1
137829,168027,0,131,1
168027,187047,1,133,1
187047,247690,0,141,1
247690,251945,0,144,1
251945,312052,1,144,1
312052,338304,0,165,1
338304,340766,1,156,1
340766,351191,0,161,1
351191,371471,0,161,1
371471,379957,1,161,1
379957,381431,0,141,1
381431,387043,0,141,1
387043,387198,0,149,1
387198,387405,0,203,1
387405,397047,1,203,1
397047,406528,1,261,1
406528,407383,1,264,1
407383,434868,0,266,1
434868,451151,0,280,1
451151,454773,1,300,1
454773,461835,0,309,1
461835,487140,0,294,1
487140,502504,0,298,1
502504,503615,0,299,1
503615,1923835,0,299,1
0,85948,0,4,0
85948,1923851,0,4,0
0,84609,0,9,0
84609,96398,0,10,0
96398,97961,0,20,0
97961,105153,0,20,0
105153,113784,0,24,0
113784,149677,0,38,0
149677,179813,1,41,0
179813,241827,0,42,1
0,31,0,58,0
31,5716,0,60,0
5716,24353,1,72,0
24353,29106,1,73,1
29106,251076,1,73,1
251076,273271,1,82,1
273271,1768386,0,93,1
0,54429,0,9,0
54429,84609,0,10,0
84609,110530,0,8,0
110530,113785,0,11,0
113785,177064,0,24,0
177064,179814,1,38,0
179814,184567,1,39,1
184567,247693,0,39,1
247693,248947,0,37,1
248947,310897,0,36,1
310897,351194,0,36,1
351194,1923845,0,7,1
0,698,1,17,0
698,124576,0,17,1
124576,1504413,0,16,1
0,1999,1,7,0
1999,9194,1,8,1
9194,24599,1,9,1
24599,38721,1,9,1
38721,1506410,0,16,1
0,53395,0,6,0
53395,54429,0,6,0
54429,84609,0,7,0
84609,104081,0,7,0
0,71965,1,20,0
71965,99265,0,20,1
99265,104790,0,22,1
104790,109310,1,7,1
109310,140791,1,21,1
140791,188698,1,34,1
188698,191391,1,35,1
191391,253447,1,37,1
253447,1635904,0,37,1
0,1397,0,5,0
1397,1820,0,7,0
1820,9905,0,8,0
9905,62083,1,11,0
62083,74645,1,11,1
74645,266323,0,11,1
266323,307989,1,12,1
307989,312280,0,13,1
312280,342556,0,13,1
342556,351002,1,14,1
351002,371484,1,29,1
371484,385989,0,42,1
385989,1818691,0,42,1
0,106536,0,11,0
106536,139773,0,11,0
139773,145258,1,11,0
145258,156942,1,11,1
156942,1612947,0,8,1
0,54429,0,6,0
54429,84609,0,6,0
84609,113785,0,6,0
113785,149678,0,18,0
149678,179814,1,15,0
179814,351197,0,16,1
351197,381203,0,16,1
0,54496,1,6,0
54496,104081,0,6,1
104081,106975,0,6,1
106975,113785,0,6,1
113785,187051,1,9,1
187051,246189,1,7,1
246189,277863,1,7,1
277863,310854,0,8,1
0,7682,0,6,0
7682,293452,0,5,0
0,96399,0,5,0
96399,372912,0,6,0
372912,410317,1,6,0
410317,507951,0,7,1
507951,541392,1,8,1
541392,1923849,0,8,1
0,1379651,0,11,0
0,80907,0,3,0
0,1088,0,5,0
1088,27305,0,7,0
27305,40372,1,8,0
40372,77712,1,8,1
77712,1533717,0,10,1
0,7682,0,7,0
7682,17770,0,6,0
17770,90652,1,21,0
90652,294819,0,11,1
294819,315269,0,13,1
315269,321036,0,14,1
321036,371443,1,15,1
371443,1827448,0,12,1
0,7682,0,6,0
7682,17770,0,6,0
17770,90652,1,22,0
90652,149790,1,12,1
149790,214500,0,11,1
214500,294818,0,11,1
294818,316743,1,11,1
316743,321034,0,16,1
321034,332331,1,17,1
332331,1827446,0,17,1
0,1088,0,5,0
1088,27305,0,7,0
27305,40372,1,8,0
40372,77712,1,8,1
77712,1533717,0,10,1
0,2615,1,7,0
2615,7681,0,8,1
7681,17769,0,7,1
17769,90651,1,27,1
90651,294818,0,13,1
294818,321035,0,14,1
321035,331222,1,15,1
331222,1827447,0,16,1
0,11033,1,44,0
11033,1436695,0,65,1
0,15904,0,33,0
15904,19036,1,77,0
19036,36338,1,97,1
36338,1462000,0,99,1
0,54429,0,15,0
54429,55790,0,16,0
55790,84608,0,17,0
84608,95975,0,17,0
95975,96397,0,30,0
96397,97960,0,35,0
97960,105152,0,35,0
105152,110527,0,35,0
110527,113782,0,36,0
113782,149675,0,43,0
149675,179811,1,51,0
179811,248945,0,52,1
248945,272191,1,72,1
272191,351193,0,91,1
351193,372906,0,93,1
372906,387202,0,92,1
387202,390124,0,94,1
390124,392727,0,99,1
392727,392936,0,80,1
392936,396076,0,82,1
396076,411661,0,83,1
411661,430994,1,119,1
430994,431604,1,119,1
431604,449003,0,120,1
449003,449219,1,123,1
449219,449673,0,124,1
449673,461838,0,124,1
461838,471404,1,355,1
471404,498176,1,358,1
498176,1923838,0,357,1
0,5,0,145,0
5,9350,0,153,0
9350,13571,1,161,0
13571,20716,0,173,1
20716,21138,0,176,1
21138,23753,1,225,1
23753,29893,0,226,1
29893,31290,0,255,1
31290,38523,0,215,1
38523,38906,0,239,1
38906,39796,0,255,1
39796,41795,0,259,1
41795,42854,1,271,1
42854,44675,0,299,1
44675,51372,0,300,1
51372,60026,0,301,1
60026,62567,0,308,1
62567,69143,0,327,1
69143,73400,0,431,1
73400,78974,0,451,1
78974,84517,1,462,1
84517,85908,0,476,1
85908,89305,0,477,1
89305,89947,0,334,1
89947,90258,0,340,1
90258,95640,0,387,1
95640,102954,1,393,1
102954,109296,1,403,1
109296,110386,1,404,1
110386,112242,0,409,1
112242,115952,0,412,1
115952,117607,0,427,1
117607,120197,0,429,1
120197,124896,1,436,1
124896,172420,0,435,1
172420,202589,1,431,1
202589,212579,0,453,1
212579,212665,0,456,1
212665,237139,0,456,1
237139,265674,0,458,1
265674,265825,1,459,1
265825,266861,0,466,1
266861,271364,1,474,1
271364,271486,1,488,1
271486,272692,1,487,1
272692,296198,0,490,1
296198,301959,0,549,1
301959,304684,1,557,1
304684,332113,1,561,1
332113,335005,0,568,1
335005,337887,1,571,1
337887,344153,1,580,1
344153,349984,0,586,1
349984,356670,1,572,1
356670,377324,1,582,1
377324,379501,1,582,1
379501,388322,1,595,1
388322,391644,0,600,1
391644,392558,1,598,1
392558,394646,1,598,1
394646,415860,0,605,1
415860,422899,1,605,1
422899,423353,1,611,1
423353,426264,0,611,1
426264,428340,0,624,1
428340,428589,1,644,1
428589,430187,1,653,1
430187,1848559,0,645,1
0,36339,1,32,0
36339,1462001,0,32,1
0,4423,0,261,0
4423,50328,0,356,0
50328,53394,0,438,0
53394,54428,0,531,0
54428,54494,1,546,0
54494,55789,0,587,1
55789,75256,0,605,1
75256,75261,0,559,1
75261,84606,0,556,1
84606,85944,0,802,1
85944,86458,0,817,1
86458,87475,0,818,1
87475,88825,1,849,1
88825,95970,0,856,1
95970,97956,0,933,1
97956,99007,1,1366,1
99007,104073,0,1427,1
104073,106967,0,1509,1
106967,108462,1,1756,1
108462,113777,0,1854,1
113777,116609,0,2001,1
116609,118109,1,2170,1
118109,119930,0,2179,1
119930,137823,0,2188,1
137823,149668,0,2421,1
149668,155449,0,2445,1
155449,155480,0,2601,1
155480,159773,1,2602,1
159773,164562,0,2652,1
164562,167225,1,2894,1
167225,175223,1,2946,1
175223,191447,0,3031,1
191447,196853,0,3119,1
196853,246174,1,3194,1
246174,248934,0,3293,1
248934,251934,0,3314,1
251934,260635,1,3374,1
260635,275336,0,3383,1
275336,277847,1,3417,1
277847,287837,0,3431,1
287837,287923,0,3466,1
287923,310881,0,3490,1
310881,312038,1,3486,1
312038,312396,0,3505,1
312396,328253,0,3504,1
328253,335532,0,3524,1
335532,336921,0,3546,1
336921,340955,0,3563,1
340955,340958,1,3574,1
340958,342117,0,3575,1
342117,347949,1,3584,1
347949,349723,1,3585,1
349723,351174,0,3605,1
351174,366666,1,3649,1
366666,372885,0,3716,1
372885,374094,1,3653,1
374094,381412,0,3634,1
381412,387024,0,3623,1
387024,387179,0,3646,1
387179,392680,0,3241,1
392680,392704,0,4095,1
392704,392913,0,4003,1
392913,397027,1,4004,1
397027,397223,1,3145,1
397223,400334,0,3148,1
400334,407363,1,3143,1
407363,410319,0,3156,1
410319,411637,0,3174,1
411637,419403,1,3191,1
419403,430470,1,3310,1
430470,430968,1,3501,1
430968,431918,1,3511,1
431918,442001,1,3515,1
442001,442929,1,3563,1
442929,446809,1,3563,1
446809,448975,0,3662,1
448975,449191,1,3670,1
449191,451125,0,3670,1
451125,451666,0,3758,1
451666,456120,1,3787,1
456120,463620,1,3815,1
463620,466889,0,3854,1
466889,467803,1,3885,1
467803,469345,0,3886,1
469345,471373,1,3888,1
471373,476599,1,3905,1
476599,477709,0,3888,1
477709,482302,1,3906,1
482302,487109,0,3935,1
487109,491103,0,3935,1
491103,498142,1,4005,1
498142,498596,1,4011,1
498596,503833,1,4021,1
503833,512513,0,4038,1
512513,541346,1,4096,1
541346,548316,0,4096,1
548316,548317,1,4068,1
548317,1923802,0,4068,1
0,9566,1,14,0
9566,36338,1,11,1
36338,1462000,0,11,1
0,80186,0,7,0
80186,81524,0,10,0
81524,83056,0,12,0
83056,109362,0,44,0
109362,109745,0,53,0
109745,110635,0,60,0
110635,123734,1,60,0
123734,139984,0,56,1
139984,145252,0,78,1
145252,336525,0,81,1
336525,336553,1,82,1
336553,342338,1,81,1
342338,362716,1,81,1
362716,367051,0,81,1
367051,382779,0,81,1
382779,388304,0,81,1
388304,395935,0,20,1
395935,398690,1,84,1
398690,405886,1,84,1
405886,407238,0,85,1
407238,408713,1,93,1
408713,448176,1,93,1
448176,486715,0,104,1
486715,539579,0,39,1
539579,1919416,0,39,1
0,2207,0,11,0
0,36339,1,30,0
36339,1462001,0,30,1
0,1116,0,6,0
0,1827451,0,42,0
0,50072,1,7,0
50072,80185,0,7,1
80185,81523,0,11,1
81523,83055,0,10,1
83055,84405,1,11,1
84405,91973,0,11,1
91973,100728,0,10,1
100728,110633,0,15,1
110633,130005,1,16,1
130005,133406,0,18,1
133406,145251,0,19,1
145251,146651,0,19,1
146651,273437,1,18,1
273437,307630,1,19,1
307630,336803,1,20,1
336803,342467,1,20,1
342467,362262,1,21,1
362262,486718,0,22,1
486718,499200,0,20,1
499200,539582,0,22,1
539582,1919419,0,21,1
0,1488883,0,6,0
0,61968,0,7,0
61968,81832,0,7,0
81832,99415,1,8,0
99415,156028,0,9,1
156028,197048,0,9,1
197048,230489,1,10,1
230489,1612946,0,10,1
0,219,0,9,0
219,171547,0,34,0
171547,175713,1,35,0
175713,1551198,0,19,1
0,92219,1,8,0
92219,100768,0,9,1
100768,1612948,0,10,1
0,31214,0,6,0
31214,400165,0,7,0
0,10088,0,6,0
10088,82970,1,9,0
82970,206819,0,7,1
206819,286049,0,7,1
286049,287137,0,7,1
287137,307587,0,7,1
307587,313354,0,8,1
313354,403867,0,19,1
403867,437308,1,22,1
437308,1819765,0,22,1
0,297500,0,15,0
297500,314504,0,13,0
0,53395,0,3,0
53395,54429,0,13,0
54429,54495,1,17,0
54495,85947,0,24,1
85947,88830,1,32,1
88830,96398,0,31,1
96398,113785,0,30,1
113785,115059,0,39,1
115059,149677,0,39,1
149677,179813,1,39,1
179813,275351,0,40,1
275351,277862,1,40,1
277862,312055,1,40,1
312055,341228,1,40,1
341228,342136,0,41,1
342136,346891,1,41,1
346891,387410,0,41,1
387410,391214,0,57,1
391214,392703,0,68,1
392703,397051,1,68,1
397051,410343,0,72,1
410343,411661,0,72,1
411661,491139,0,76,1
491139,498178,1,77,1
498178,1923840,0,73,1
0,277866,1,5,0
277866,1923851,0,5,1
0,1645985,0,5,0
0,55791,0,5,0
55791,85947,0,12,0
85947,149678,0,12,0
149678,372869,0,12,0
372869,410316,1,12,0
410316,491147,0,13,1
491147,498186,1,13,1
498186,1923848,0,13,1
0,21670,0,36,0
21670,60470,0,35,0
60470,66237,0,46,0
66237,68236,1,48,0
68236,77866,0,48,1
77866,138355,0,48,1
138355,1572648,0,48,1
0,8903,1,5,0
8903,75277,1,5,1
75277,117028,0,5,1
117028,139986,0,6,1
139986,148719,1,6,1
148719,188992,1,6,1
188992,216292,0,6,1
216292,221817,0,6,1
221817,1752933,0,6,1
0,1563,0,8,0
1563,53279,0,7,0
53279,181465,1,7,0
181465,294819,0,7,1
0,5768,0,17,0
5768,5975,0,20,0
5975,49063,1,21,0
49063,1542408,0,25,1
0,698,1,17,0
698,124576,0,17,1
124576,1504413,0,16,1
0,1397,0,7,0
1397,1820,0,7,0
1820,5375,0,8,0
5375,8630,0,13,0
8630,9013,0,22,0
9013,64731,0,22,0
64731,74658,1,32,0
74658,230395,0,33,1
230395,246040,0,43,1
246040,302236,1,45,1
302236,308073,1,56,1
308073,321472,1,60,1
321472,346003,0,68,1
346003,349625,1,79,1
349625,381992,0,82,1
381992,398468,0,84,1
398468,400315,1,91,1
400315,402173,1,112,1
402173,1818686,0,115,1
0,117380,0,17,0
117380,1497217,0,16,0
0,1532,0,23,0
1532,27838,0,75,0
27838,42212,1,79,0
42212,51885,0,75,1
51885,98620,1,86,1
98620,255031,1,86,1
255031,314416,0,93,1
314416,327196,1,94,1
327196,405198,0,107,1
405198,422001,0,108,1
422001,455442,1,109,1
455442,1837899,0,109,1
