CapInScen,MidLLapse,WindAloft,LowLLapse,ScenRelAMCIN,CombMoisture,MeanRH,SynForcng,AMInstabMt,ScenRelAMIns,MorningCIN,SubjVertMo,QGVertMotion,OutflowFrMt,CombClouds,SatContMoist,AreaMoDryAir,AMInsWliScen,IRCloudCover,CldShadeConv,LIfr12ZDENSd,ScnRelPlFcst,CurPropConv,N0_7muVerMo,TempDis,Scenario,MvmtFeatures,InsChange,LLIW,Boundaries,LoLevMoistAd,AreaMeso_ALS,WndHodograph,LatestCIN,MountainFcst,Date,RHRatio,VISCloudCov,ScenRel3_4,N34StarFcst,CapChange,WindFieldMt,InsInMt,InsSclInScen,CompPlFcst,CldShadeOth,RaoContMoist,MorningBound,R5Fcst,Dewpoints,CombVerMo,AMDewptCalPl,SfcWndShfDis,AMCINInScen,WindFieldPln,PlainsFcst
LessThanAve,Steep,SWQuad,CloseToDryAd,CThruK,VeryWet,Average,LittleChange,Strong,CDEJ,PartInhibit,Down,Neutral,Weak,Cloudy,VeryWet,Wet,MoreUnstable,PC,Some,N5GtLIGt_8,E,Moderate,StrongUp,,E,NoMajor,LittleChange,Moderate,Strong,Neutral,Neutral,DCVZFavor,,SVR,Aug20_Sep15,Other,Cloudy,ACEFK,XNIL,LittleChange,LVorOther,Strong,MoreUnstable,LittleChange,Cloudy,Wet,Weak,SVR,LowSHighN,Neutral,Instability,,LessThanAve,SEQuad,XNIL
Average,Steep,LV,Steep,AB,Wet,Average,NegToPos,,ABI,Stifling,Neutral,WeakUp,,Clear,Dry,VeryWet,MoreUnstable,Clear,Some,N5GtLIGt_8,B,,StrongUp,Other,B,NoMajor,Decreasing,Weak,,WeakPos,Neutral,DCVZFavor,Stifling,XNIL,Aug20_Sep15,DryMMoistL,PC,B,SIG,Decreasing,LVorOther,Weak,MoreUnstable,DecCapIncIns,Clear,Wet,Weak,SIG,LowSHighN,Neutral,Stability,DenvCyclone,MoreThanAve,DenvCyclone,SIG
MoreThanAve,Steep,SWQuad,CloseToDryAd,CThruK,VeryWet,Dry,SigNegative,Weak,CDEJ,PartInhibit,Down,Neutral,Strong,Clear,VeryWet,Wet,LessUnstable,Clear,Some,N1GtLIGt_4,C,Moderate,Down,,C,StrongFront,Increasing,Strong,Weak,Negative,Down,Westerly,,XNIL,Jul16_Aug10,Other,Clear,ACEFK,XNIL,LittleChange,Westerly,Strong,LessUnstable,LittleChange,Clear,Neutral,,XNIL,LowEvrywhere,Down,Stability,E_W_S,MoreThanAve,LongAnticyc,XNIL
Average,CloseToDryAd,SWQuad,CloseToDryAd,CThruK,Dry,Dry,LittleChange,Strong,CDEJ,PartInhibit,StronUp,Down,Strong,PC,Dry,Dry,MoreUnstable,PC,Marked,LILt_8,D,Strong,StrongUp,Other,D,MarkedUpper,Decreasing,Moderate,Strong,Negative,Neutral,StrongWest,,SIG,Aug20_Sep15,DryMMoistL,PC,D,SVR,Increasing,LVorOther,Strong,Average,IncCapDecIns,Cloudy,Dry,,SVR,LowSHighN,Neutral,Instability,,Average,LongAnticyc,SVR
LessThanAve,CloseToDryAd,AllElse,Stable,AB,Neutral,Dry,PosToNeg,Weak,ABI,PartInhibit,StronUp,Neutral,Strong,PC,Neutral,Neutral,MoreUnstable,PC,Some,N1GtLIGt_4,B,Moderate,WeakUp,Other,B,NoMajor,Decreasing,Strong,Weak,Negative,WeakUp,Westerly,PartInhibit,SIG,Jul16_Aug10,DryMMoistL,PC,B,XNIL,LittleChange,Westerly,Strong,Average,LittleChange,PC,Neutral,Weak,SIG,LowMtsHighPl,WeakUp,Instability,DenvCyclone,LessThanAve,LongAnticyc,XNIL
Average,Steep,AllElse,Stable,AB,Neutral,Average,LittleChange,,ABI,Stifling,Neutral,Neutral,Weak,PC,Dry,Dry,LessUnstable,PC,Some,N1GtLIGt_4,B,Moderate,Down,Moving,B,NoMajor,Increasing,Strong,Weak,WeakPos,Down,StrongWest,,SIG,Jul16_Aug10,MoistMDryL,PC,B,SIG,Increasing,Westerly,Weak,MoreUnstable,IncCapDecIns,PC,Neutral,Weak,SIG,HighEvrywher,Down,Instability,MovingFtorOt,LessThanAve,E_NE,SVR
MoreThanAve,Steep,NWQuad,ModerateOrLe,CThruK,Wet,Dry,SigPositive,,K,Stifling,Neutral,Down,,PC,Wet,Wet,LessUnstable,PC,,N1GtLIGt_4,K,Slight,WeakUp,Moving,K,MarkedUpper,Increasing,Moderate,Weak,WeakPos,Down,Other,PartInhibit,XNIL,May15_Jun14,DryMMoistL,PC,ACEFK,SIG,LittleChange,Westerly,,LessUnstable,LittleChange,PC,Dry,,SIG,HighEvrywher,Down,Instability,MovingFtorOt,MoreThanAve,WidespdDnsl,XNIL
MoreThanAve,ModerateOrLe,SWQuad,ModerateOrLe,CThruK,Dry,Average,SigNegative,Weak,ABI,Stifling,Down,Neutral,Strong,PC,Neutral,Dry,Average,PC,Some,N1GtLIGt_4,I,Slight,WeakUp,Moving,I,NoMajor,Increasing,Strong,Weak,WeakPos,WeakUp,StrongWest,PartInhibit,SIG,May15_Jun14,Other,PC,HI,XNIL,LittleChange,Westerly,Strong,MoreUnstable,LittleChange,PC,Dry,Weak,SIG,LowSHighN,WeakUp,Instability,MovingFtorOt,MoreThanAve,E_NE,XNIL
MoreThanAve,Steep,LV,Steep,CThruK,Neutral,Dry,LittleChange,Weak,CDEJ,PartInhibit,Neutral,WeakUp,Strong,Cloudy,Neutral,Wet,LessUnstable,Clear,Marked,N5GtLIGt_8,J,Slight,Down,Moving,J,OtherRapid,Increasing,Moderate,Strong,Neutral,Neutral,StrongWest,PartInhibit,SIG,May15_Jun14,Other,PC,GJ,XNIL,LittleChange,LVorOther,Strong,LessUnstable,LittleChange,Cloudy,Neutral,Strong,SIG,LowMtsHighPl,Neutral,Stability,,MoreThanAve,LV,XNIL
MoreThanAve,ModerateOrLe,SWQuad,Steep,CThruK,Neutral,Dry,LittleChange,,CDEJ,TotalInhibit,Down,Neutral,Weak,PC,Dry,Neutral,MoreUnstable,PC,Some,N5GtLIGt_8,E,Strong,StrongUp,QStationary,E,StrongFront,Increasing,Strong,Strong,WeakPos,Neutral,StrongWest,,XNIL,Jul2_Jul15,Other,PC,ACEFK,SIG,Increasing,Westerly,Weak,MoreUnstable,IncCapDecIns,PC,Wet,,SIG,LowMtsHighPl,Neutral,Neutral,,Average,LV,SIG
Average,Steep,SWQuad,Steep,AB,VeryWet,Average,NegToPos,Weak,ABI,,Neutral,Neutral,Strong,PC,Wet,VeryWet,Average,PC,Marked,N5GtLIGt_8,A,,WeakUp,Moving,A,MarkedUpper,LittleChange,Weak,Weak,Neutral,Neutral,DCVZFavor,PartInhibit,SVR,Jun15_Jul1,DryMMoistL,Clear,ACEFK,XNIL,Increasing,Westerly,Strong,Average,IncCapDecIns,Cloudy,Neutral,Strong,SVR,LowMtsHighPl,Neutral,Instability,DenvCyclone,LessThanAve,LongAnticyc,XNIL
LessThanAve,CloseToDryAd,LV,Steep,CThruK,Wet,Average,LittleChange,Weak,CDEJ,Stifling,StronUp,Neutral,Weak,Cloudy,Neutral,VeryWet,Average,Cloudy,Some,N1GtLIGt_4,J,,WeakUp,,J,NoMajor,Decreasing,Unfavorable,Strong,Neutral,StrongUp,Westerly,Stifling,SVR,Aug20_Sep15,Other,Clear,GJ,XNIL,Decreasing,LVorOther,Strong,Average,DecCapIncIns,Cloudy,Wet,,SVR,LowAtStation,StrongUp,Stability,E_W_N,MoreThanAve,DenvCyclone,XNIL
LessThanAve,CloseToDryAd,NWQuad,CloseToDryAd,CThruK,VeryWet,Dry,SigNegative,Weak,CDEJ,PartInhibit,Neutral,StrongUp,Weak,Clear,VeryWet,VeryWet,Average,Clear,,N1GtLIGt_4,D,Moderate,StrongUp,,D,StrongFront,Increasing,Moderate,Strong,StrongPos,StrongUp,Other,,SIG,Jul16_Aug10,DryMMoistL,Clear,D,SVR,Decreasing,Westerly,Weak,MoreUnstable,DecCapIncIns,PC,Neutral,Strong,SVR,LowAtStation,StrongUp,Neutral,,LessThanAve,LV,SVR
MoreThanAve,CloseToDryAd,NWQuad,CloseToDryAd,CThruK,Wet,Average,SigNegative,Strong,CDEJ,Stifling,StronUp,Neutral,Weak,Cloudy,VeryWet,Neutral,MoreUnstable,PC,,N5GtLIGt_8,D,Strong,Neutral,QStationary,D,OtherRapid,LittleChange,Strong,,Negative,WeakUp,Other,Stifling,XNIL,Aug20_Sep15,MoistMDryL,PC,D,SIG,Increasing,Westerly,Strong,MoreUnstable,IncCapDecIns,Cloudy,Neutral,,SIG,LowAtStation,WeakUp,Instability,,MoreThanAve,SEQuad,SIG
Average,CloseToDryAd,AllElse,Steep,AB,Neutral,VeryMoist,LittleChange,,ABI,PartInhibit,Neutral,Neutral,,Clear,Neutral,Dry,MoreUnstable,Clear,,N1GtLIGt_4,B,,WeakUp,Moving,B,NoMajor,LittleChange,Moderate,,Negative,Neutral,Other,TotalInhibit,XNIL,May15_Jun14,DryMMoistL,Clear,B,SIG,Increasing,Westerly,,MoreUnstable,IncCapDecIns,Clear,Neutral,,SIG,LowSHighN,Neutral,Stability,DenvCyclone,Average,DenvCyclone,XNIL
Average,CloseToDryAd,LV,CloseToDryAd,CThruK,Neutral,Dry,PosToNeg,Strong,G,PartInhibit,Neutral,Neutral,Weak,PC,Neutral,Neutral,MoreUnstable,PC,,LILt_8,G,Slight,Down,,G,OtherRapid,LittleChange,Weak,,Neutral,Neutral,Other,,SIG,Jun15_Jul1,MoistMDryL,PC,GJ,SIG,LittleChange,LVorOther,Strong,MoreUnstable,LittleChange,Clear,Dry,Weak,SIG,LowEvrywhere,Neutral,Stability,Other,Average,WidespdDnsl,SIG
LessThanAve,CloseToDryAd,AllElse,ModerateOrLe,AB,Neutral,Dry,NegToPos,,ABI,PartInhibit,StronUp,Down,,Clear,Neutral,Wet,LessUnstable,PC,Some,N1GtLIGt_4,B,Moderate,StrongUp,Other,B,NoMajor,Increasing,Weak,,Negative,WeakUp,StrongWest,,SIG,Jul16_Aug10,DryMMoistL,PC,B,SIG,Increasing,Westerly,Weak,MoreUnstable,IncCapDecIns,PC,Neutral,,SIG,LowMtsHighPl,WeakUp,Stability,DenvCyclone,LessThanAve,SEQuad,SIG
LessThanAve,CloseToDryAd,SWQuad,Stable,AB,Neutral,Average,PosToNeg,,ABI,PartInhibit,Down,WeakUp,,PC,VeryWet,Wet,MoreUnstable,PC,,N5GtLIGt_8,B,,StrongUp,,B,NoMajor,Decreasing,Weak,,Negative,WeakUp,StrongWest,PartInhibit,XNIL,Jul2_Jul15,DryMMoistL,PC,B,SIG,Decreasing,Westerly,,MoreUnstable,DecCapIncIns,Clear,Dry,Weak,SIG,HighEvrywher,WeakUp,Instability,MovingFtorOt,Average,DenvCyclone,SIG
Average,CloseToDryAd,LV,ModerateOrLe,CThruK,Wet,Dry,LittleChange,Weak,CDEJ,Stifling,Down,Neutral,Weak,Clear,Neutral,Wet,Average,PC,,N1GtLIGt_4,J,Moderate,Neutral,Other,J,NoMajor,Increasing,Moderate,Strong,StrongPos,Neutral,Other,Stifling,SIG,Aug20_Sep15,DryMMoistL,Clear,GJ,SIG,Decreasing,LVorOther,Strong,MoreUnstable,DecCapIncIns,Clear,Dry,Weak,SIG,LowNHighS,Neutral,Stability,DryLine,MoreThanAve,SEQuad,XNIL
Average,Steep,SWQuad,CloseToDryAd,CThruK,Neutral,Dry,LittleChange,Weak,CDEJ,,Neutral,WeakUp,Weak,Clear,VeryWet,Neutral,LessUnstable,Clear,Some,N1GtLIGt_4,E,Strong,WeakUp,,E,OtherRapid,Decreasing,Moderate,Weak,Neutral,WeakUp,Westerly,,SIG,Aug20_Sep15,MoistMDryL,Clear,ACEFK,SIG,LittleChange,Westerly,Strong,LessUnstable,LittleChange,Clear,Neutral,,SIG,LowNHighS,WeakUp,Stability,E_W_N,Average,LV,SIG
Average,ModerateOrLe,NWQuad,Stable,AB,Wet,VeryMoist,LittleChange,,ABI,PartInhibit,StronUp,Down,,PC,Neutral,Wet,Average,PC,,N1GtLIGt_4,B,Moderate,Neutral,,B,NoMajor,Increasing,Moderate,Weak,WeakPos,StrongUp,StrongWest,PartInhibit,XNIL,Jul2_Jul15,Other,PC,B,SIG,Increasing,LVorOther,,MoreUnstable,IncCapDecIns,Cloudy,VeryWet,,SIG,LowSHighN,StrongUp,Instability,DenvCyclone,LessThanAve,DenvCyclone,SIG
LessThanAve,ModerateOrLe,AllElse,ModerateOrLe,CThruK,Wet,Dry,PosToNeg,,K,,Neutral,StrongUp,,Clear,Wet,VeryWet,MoreUnstable,Clear,Some,N1GtLIGt_4,K,Slight,Down,,K,MarkedUpper,Decreasing,Moderate,Weak,Negative,WeakUp,Other,PartInhibit,XNIL,May15_Jun14,DryMMoistL,Clear,ACEFK,XNIL,LittleChange,Westerly,Weak,LessUnstable,LittleChange,PC,Dry,Weak,XNIL,LowEvrywhere,WeakUp,Stability,MovingFtorOt,LessThanAve,SEQuad,XNIL
MoreThanAve,CloseToDryAd,SWQuad,Steep,CThruK,Dry,Dry,PosToNeg,,G,Stifling,Down,WeakUp,,Clear,Neutral,Dry,Average,Clear,,N5GtLIGt_8,G,Strong,Neutral,,G,MarkedUpper,LittleChange,Weak,Weak,Neutral,Down,StrongWest,,XNIL,Jun15_Jul1,Other,Clear,GJ,SIG,LittleChange,LVorOther,,MoreUnstable,LittleChange,Clear,Dry,Weak,SIG,LowAtStation,Down,Stability,Other,MoreThanAve,WidespdDnsl,SIG
MoreThanAve,Steep,SWQuad,Stable,CThruK,VeryWet,Dry,SigNegative,,CDEJ,Stifling,Neutral,WeakUp,Strong,PC,VeryWet,VeryWet,LessUnstable,PC,Some,N1GtLIGt_4,E,Strong,Down,Other,E,NoMajor,LittleChange,Moderate,Weak,Neutral,Neutral,Westerly,,XNIL,Jul2_Jul15,MoistMDryL,PC,ACEFK,SIG,LittleChange,LVorOther,Weak,LessUnstable,LittleChange,PC,Neutral,,SIG,LowAtStation,Neutral,Neutral,E_W_N,MoreThanAve,WidespdDnsl,SIG
MoreThanAve,Steep,LV,Stable,CThruK,Wet,Average,LittleChange,Weak,CDEJ,PartInhibit,Down,Neutral,,Cloudy,Neutral,Wet,Average,PC,Some,N1GtLIGt_4,J,Moderate,StrongUp,Other,J,NoMajor,LittleChange,Moderate,Weak,Neutral,Neutral,Other,Stifling,SIG,May15_Jun14,MoistMDryL,Cloudy,GJ,SIG,Increasing,LVorOther,Strong,Average,IncCapDecIns,Cloudy,Wet,Strong,SIG,LowAtStation,Neutral,Neutral,,Average,LV,SIG
LessThanAve,CloseToDryAd,LV,ModerateOrLe,CThruK,Wet,Average,SigNegative,Weak,H,PartInhibit,WeakUp,Neutral,Strong,Clear,Wet,VeryWet,MoreUnstable,Clear,Marked,N1GtLIGt_4,H,Slight,WeakUp,Moving,H,MarkedUpper,Decreasing,Weak,Strong,Negative,WeakUp,StrongWest,,SVR,Aug20_Sep15,DryMMoistL,PC,HI,XNIL,Decreasing,LVorOther,Strong,Average,DecCapIncIns,Clear,Neutral,,SVR,LowMtsHighPl,WeakUp,Stability,,LessThanAve,SEQuad,XNIL
LessThanAve,ModerateOrLe,AllElse,ModerateOrLe,CThruK,Dry,Dry,SigPositive,,K,PartInhibit,WeakUp,Neutral,,Clear,Neutral,Dry,MoreUnstable,Clear,,LILt_8,K,Slight,Neutral,Moving,K,MarkedUpper,Increasing,Unfavorable,,StrongPos,WeakUp,Westerly,,XNIL,Jun15_Jul1,DryMMoistL,PC,ACEFK,XNIL,LittleChange,Westerly,,MoreUnstable,LittleChange,Clear,Dry,,XNIL,LowSHighN,WeakUp,Instability,DenvCyclone,LessThanAve,WidespdDnsl,XNIL
MoreThanAve,ModerateOrLe,AllElse,Stable,CThruK,Wet,Average,SigNegative,Weak,H,Stifling,Neutral,Neutral,Strong,PC,VeryWet,Wet,MoreUnstable,Clear,Marked,N5GtLIGt_8,H,Strong,Neutral,Moving,H,NoMajor,LittleChange,Strong,Strong,Neutral,Neutral,StrongWest,,SIG,Aug11_Aug20,Other,PC,HI,SIG,Increasing,LVorOther,Strong,MoreUnstable,IncCapDecIns,PC,Neutral,Strong,SIG,HighEvrywher,Neutral,Stability,,Average,E_NE,SIG
MoreThanAve,ModerateOrLe,LV,Stable,CThruK,Dry,Dry,SigPositive,Weak,K,Stifling,Neutral,Down,Strong,PC,Dry,Dry,LessUnstable,PC,Some,N5GtLIGt_8,K,Strong,StrongUp,,K,StrongFront,LittleChange,Strong,Strong,Neutral,Neutral,Westerly,,SVR,Aug20_Sep15,Other,PC,ACEFK,XNIL,LittleChange,Westerly,Strong,LessUnstable,LittleChange,PC,Wet,Weak,SVR,LowEvrywhere,Neutral,Neutral,MovingFtorOt,MoreThanAve,SEQuad,SIG
MoreThanAve,ModerateOrLe,LV,Stable,CThruK,VeryWet,Average,NegToPos,,CDEJ,Stifling,Neutral,Neutral,,Cloudy,Dry,VeryWet,LessUnstable,PC,,LIGt0,J,Strong,Down,,J,NoMajor,Increasing,Moderate,,WeakPos,Neutral,Westerly,,XNIL,Jul16_Aug10,MoistMDryL,Clear,GJ,SVR,Increasing,LVorOther,,MoreUnstable,IncCapDecIns,Cloudy,Wet,,SVR,LowMtsHighPl,Neutral,Stability,DryLine,Average,LV,XNIL
LessThanAve,ModerateOrLe,AllElse,Stable,CThruK,Wet,Average,SigPositive,Weak,K,,StronUp,Neutral,,Clear,Neutral,Wet,LessUnstable,Clear,Some,N1GtLIGt_4,K,,Neutral,Other,K,MarkedUpper,Increasing,Moderate,,Neutral,WeakUp,Other,TotalInhibit,XNIL,Jul16_Aug10,Other,PC,ACEFK,XNIL,LittleChange,Westerly,Strong,Average,LittleChange,Clear,Dry,,XNIL,LowNHighS,WeakUp,Stability,MovingFtorOt,LessThanAve,LongAnticyc,XNIL
Average,CloseToDryAd,SWQuad,ModerateOrLe,CThruK,Dry,VeryMoist,SigPositive,Strong,CDEJ,PartInhibit,Neutral,WeakUp,,Clear,Dry,Dry,LessUnstable,PC,Some,N5GtLIGt_8,C,Moderate,Down,Other,C,MarkedUpper,Increasing,Moderate,,WeakPos,Neutral,Other,PartInhibit,SIG,May15_Jun14,DryMMoistL,Clear,ACEFK,XNIL,LittleChange,Westerly,Strong,MoreUnstable,LittleChange,Clear,Neutral,,SIG,LowAtStation,Neutral,Stability,E_W_S,Average,LongAnticyc,XNIL
Average,ModerateOrLe,AllElse,Steep,CThruK,Neutral,VeryMoist,LittleChange,,F,PartInhibit,Neutral,Down,,Clear,Neutral,Dry,Average,PC,Some,N1GtLIGt_4,F,Strong,WeakUp,,F,NoMajor,Increasing,Strong,Weak,Negative,Down,StrongWest,PartInhibit,XNIL,Jul16_Aug10,Other,Clear,ACEFK,SIG,Increasing,LVorOther,Weak,Average,IncCapDecIns,Clear,Neutral,Weak,SIG,HighEvrywher,Down,Stability,Other,LessThanAve,DenvCyclone,SIG
Average,CloseToDryAd,LV,CloseToDryAd,CThruK,Neutral,Dry,LittleChange,,G,PartInhibit,Down,Down,,PC,Wet,Neutral,Average,PC,,N1GtLIGt_4,G,Strong,WeakUp,,G,NoMajor,Decreasing,Moderate,,Negative,Down,Westerly,,XNIL,Jul16_Aug10,Other,PC,GJ,SIG,LittleChange,Westerly,,LessUnstable,LittleChange,PC,Neutral,,SIG,LowEvrywhere,Down,Stability,,Average,WidespdDnsl,SIG
MoreThanAve,ModerateOrLe,AllElse,CloseToDryAd,CThruK,VeryWet,Dry,SigPositive,Weak,CDEJ,PartInhibit,StronUp,Down,Weak,PC,Dry,VeryWet,Average,PC,Marked,LILt_8,C,Moderate,StrongUp,QStationary,C,NoMajor,LittleChange,Weak,Weak,Neutral,WeakUp,Westerly,,SIG,Jul16_Aug10,MoistMDryL,PC,ACEFK,XNIL,Increasing,LVorOther,Strong,Average,IncCapDecIns,Clear,Neutral,Weak,SIG,Other,WeakUp,Stability,E_W_N,MoreThanAve,LongAnticyc,XNIL
Average,CloseToDryAd,AllElse,ModerateOrLe,AB,VeryWet,VeryMoist,LittleChange,,ABI,PartInhibit,WeakUp,Neutral,Strong,PC,Dry,Wet,MoreUnstable,Cloudy,Some,LILt_8,B,Strong,WeakUp,Other,B,NoMajor,Increasing,Strong,Strong,StrongPos,Neutral,StrongWest,,SIG,Aug20_Sep15,DryMMoistL,PC,B,SIG,LittleChange,Westerly,Weak,MoreUnstable,LittleChange,PC,Neutral,,SIG,LowAtStation,Neutral,Neutral,DenvCyclone,Average,DenvCyclone,SIG
MoreThanAve,ModerateOrLe,NWQuad,Stable,CThruK,Dry,VeryMoist,SigPositive,Weak,H,TotalInhibit,Neutral,Neutral,,Clear,Neutral,Neutral,Average,Clear,Some,N1GtLIGt_4,H,Slight,Neutral,Moving,H,OtherRapid,Decreasing,Weak,Weak,Neutral,Neutral,Westerly,Stifling,SIG,May15_Jun14,DryMMoistL,Clear,HI,XNIL,LittleChange,Westerly,Strong,Average,LittleChange,Clear,Dry,,SIG,HighEvrywher,Neutral,Stability,MovingFtorOt,MoreThanAve,E_NE,XNIL
Average,CloseToDryAd,LV,CloseToDryAd,CThruK,Wet,Dry,PosToNeg,Strong,G,Stifling,Neutral,Down,Strong,PC,Wet,Wet,Average,PC,Marked,N5GtLIGt_8,G,Slight,StrongUp,,G,NoMajor,Decreasing,Moderate,Strong,Negative,WeakUp,DCVZFavor,,SIG,Aug11_Aug20,Other,Cloudy,GJ,SVR,Decreasing,LVorOther,Strong,Average,DecCapIncIns,PC,VeryWet,Strong,SVR,LowSHighN,WeakUp,Stability,,Average,WidespdDnsl,XNIL
LessThanAve,CloseToDryAd,AllElse,Steep,CThruK,Dry,Dry,LittleChange,Strong,ABI,PartInhibit,StronUp,Down,Strong,Clear,Neutral,Dry,LessUnstable,PC,Marked,N1GtLIGt_4,I,,WeakUp,Moving,I,NoMajor,Increasing,Weak,Strong,StrongPos,Neutral,StrongWest,Stifling,SVR,May15_Jun14,DryMMoistL,Clear,HI,SIG,Decreasing,LVorOther,Strong,MoreUnstable,DecCapIncIns,Clear,Neutral,Weak,SVR,LowSHighN,Neutral,Instability,DenvCyclone,Average,SEQuad,SIG
LessThanAve,CloseToDryAd,AllElse,CloseToDryAd,CThruK,Dry,Dry,SigNegative,,CDEJ,,Down,Neutral,Weak,PC,Dry,Dry,LessUnstable,Clear,Some,N1GtLIGt_4,D,Slight,StrongUp,Moving,D,OtherRapid,Decreasing,Weak,Strong,Negative,WeakUp,StrongWest,,XNIL,Aug20_Sep15,Other,PC,D,SIG,LittleChange,Westerly,Weak,LessUnstable,LittleChange,PC,Neutral,Strong,SIG,LowEvrywhere,WeakUp,Stability,DryLine,LessThanAve,DenvCyclone,SIG
LessThanAve,CloseToDryAd,NWQuad,CloseToDryAd,CThruK,VeryWet,Dry,SigNegative,Weak,CDEJ,PartInhibit,WeakUp,Neutral,Weak,Clear,Wet,VeryWet,Average,PC,,N1GtLIGt_4,D,Slight,Neutral,Moving,D,StrongFront,Decreasing,Weak,Weak,Negative,Neutral,Other,PartInhibit,SVR,May15_Jun14,MoistMDryL,Clear,D,SIG,LittleChange,Westerly,Strong,LessUnstable,LittleChange,Clear,VeryWet,Weak,SVR,LowNHighS,Neutral,Instability,,LessThanAve,WidespdDnsl,XNIL
MoreThanAve,ModerateOrLe,SWQuad,CloseToDryAd,CThruK,Wet,Average,SigNegative,,CDEJ,TotalInhibit,WeakUp,Down,,PC,Dry,Wet,LessUnstable,Clear,,N1GtLIGt_4,E,Moderate,StrongUp,,E,NoMajor,LittleChange,Strong,Weak,WeakPos,WeakUp,Other,,XNIL,Jun15_Jul1,MoistMDryL,PC,ACEFK,SVR,LittleChange,Westerly,,LessUnstable,LittleChange,Cloudy,Wet,Weak,SVR,LowNHighS,WeakUp,Neutral,DryLine,MoreThanAve,LongAnticyc,SVR
LessThanAve,ModerateOrLe,NWQuad,Steep,CThruK,Wet,Average,NegToPos,Strong,CDEJ,,Neutral,Neutral,Strong,Cloudy,VeryWet,Neutral,Average,Clear,Some,N1GtLIGt_4,C,,Neutral,Other,C,OtherRapid,Decreasing,Moderate,Weak,Neutral,Neutral,StrongWest,PartInhibit,SIG,Aug11_Aug20,Other,Cloudy,ACEFK,SIG,Increasing,Westerly,Strong,LessUnstable,IncCapDecIns,Cloudy,Neutral,Weak,SIG,LowAtStation,Neutral,Instability,E_W_N,LessThanAve,WidespdDnsl,XNIL
LessThanAve,Steep,NWQuad,CloseToDryAd,CThruK,Dry,Dry,PosToNeg,Weak,G,Stifling,StronUp,Neutral,,PC,Dry,Neutral,MoreUnstable,PC,,N5GtLIGt_8,G,Slight,Down,,G,NoMajor,LittleChange,Weak,Weak,WeakPos,Neutral,Other,PartInhibit,SVR,Jul2_Jul15,MoistMDryL,PC,GJ,XNIL,Decreasing,Westerly,Strong,Average,DecCapIncIns,PC,Wet,Weak,SVR,LowAtStation,Neutral,Stability,Other,MoreThanAve,LongAnticyc,XNIL
MoreThanAve,ModerateOrLe,AllElse,Steep,CThruK,Neutral,Dry,NegToPos,Strong,K,PartInhibit,StronUp,Down,Weak,PC,Wet,Neutral,MoreUnstable,Clear,Marked,N5GtLIGt_8,K,,Down,Moving,K,StrongFront,LittleChange,Weak,Weak,WeakPos,WeakUp,StrongWest,PartInhibit,SIG,May15_Jun14,DryMMoistL,PC,ACEFK,XNIL,LittleChange,Westerly,Strong,MoreUnstable,LittleChange,PC,VeryWet,Weak,SIG,LowMtsHighPl,WeakUp,Instability,E_W_N,MoreThanAve,WidespdDnsl,XNIL
MoreThanAve,Steep,SWQuad,CloseToDryAd,CThruK,VeryWet,VeryMoist,LittleChange,Weak,CDEJ,PartInhibit,Neutral,Down,Weak,PC,Wet,Neutral,Average,PC,,N1GtLIGt_4,D,Slight,WeakUp,,D,OtherRapid,Decreasing,Moderate,,Negative,Down,DCVZFavor,PartInhibit,XNIL,Jul16_Aug10,DryMMoistL,PC,D,XNIL,Increasing,Westerly,Weak,Average,IncCapDecIns,PC,Wet,,XNIL,LowSHighN,Down,Stability,DryLine,Average,SEQuad,XNIL
LessThanAve,ModerateOrLe,SWQuad,CloseToDryAd,CThruK,Wet,Dry,LittleChange,,CDEJ,,Neutral,Down,,Clear,Dry,Wet,Average,PC,,N1GtLIGt_4,E,Slight,WeakUp,,E,NoMajor,Increasing,Moderate,Weak,Negative,WeakUp,Westerly,PartInhibit,XNIL,Jul2_Jul15,MoistMDryL,Clear,ACEFK,XNIL,LittleChange,Westerly,Weak,MoreUnstable,LittleChange,Clear,VeryWet,Strong,XNIL,LowAtStation,WeakUp,Stability,,LessThanAve,DenvCyclone,XNIL
MoreThanAve,Steep,NWQuad,Steep,CThruK,Dry,Average,PosToNeg,Weak,CDEJ,PartInhibit,Neutral,Neutral,Strong,PC,Wet,Dry,Average,PC,Some,N1GtLIGt_4,D,Slight,Neutral,,D,MarkedUpper,LittleChange,Weak,Strong,WeakPos,Neutral,StrongWest,,SIG,Jul16_Aug10,DryMMoistL,PC,D,XNIL,Decreasing,Westerly,Weak,MoreUnstable,DecCapIncIns,Clear,Neutral,Weak,SIG,LowSHighN,Neutral,Instability,,MoreThanAve,SEQuad,XNIL
MoreThanAve,Steep,SWQuad,CloseToDryAd,CThruK,Neutral,Average,LittleChange,,CDEJ,PartInhibit,Neutral,StrongUp,,Clear,Wet,Neutral,MoreUnstable,Clear,,N5GtLIGt_8,E,,Down,Other,E,NoMajor,LittleChange,Unfavorable,Weak,Neutral,Neutral,Westerly,Stifling,XNIL,Aug20_Sep15,MoistMDryL,PC,ACEFK,XNIL,Decreasing,Westerly,,MoreUnstable,DecCapIncIns,Clear,Neutral,Weak,XNIL,LowSHighN,Neutral,Neutral,,MoreThanAve,LongAnticyc,XNIL
